,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603817.XSHG,2017-04-28,118.18,118.543,11.32,30.67,67.45,603817.XSHG,1.951,1.906,1.2292,26.1702,55.7976,71.3053,28.6947,26.1702,,13.8385,10.339,95.717,,97.6975,117.6116,53.0817,184.9877,4.867,0.0509,4.867,0.0509,-4.3214,199.726,-8.2761,-32.4779,-8.276,-32.4778,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603818.XSHG,2015-08-20,81.95,78.7656,6.93,7.12,-3201.6499,603818.XSHG,3.59,3.59,2.7,9.34,36.85,88.27,12.33,9.34,13.65,9.55,0.29,95.11,4.87,,111.34,19.1,162.81,25.69,67.71,25.69,67.71,35.4,387.4,38.43,404.54,38.43,404.54,-1
0,603818.XSHG,2015-10-28,60.17,63.1282,5.55,5.37,-176.1,603818.XSHG,4.99,4.49,3.73,13.17,38.67,84.69,16.01,13.17,14.36,8.1,0.12,90.0,4.14,90.02,115.0,18.9,123.47,7.03,1.07,7.03,1.07,9.56,31.21,19.2,42.47,19.2,42.47,1
0,603818.XSHG,2016-04-18,88.41,99.1739,8.39,8.28,374.58,603818.XSHG,3.62,3.08,2.74,9.11,38.53,89.1,12.29,9.11,17.66,9.27,0.03,85.06,10.89,85.07,126.09,19.2,176.23,16.52,6.68,16.52,6.68,17.42,-18.08,14.52,-26.15,14.52,-26.15,-1
0,603818.XSHG,2016-04-28,66.93,64.4995,6.35,6.27,283.57,603818.XSHG,1.28,1.03,1.06,6.3,38.64,92.7,8.47,6.3,19.7,10.84,-0.06,81.58,13.14,80.52,117.99,-1.52,-20.76,22.7,-32.15,22.7,-32.15,145.0,-53.24,148.91,-53.11,148.91,-53.11,1
0,603818.XSHG,2016-08-09,61.31,66.2382,6.26,5.95,222.42,603818.XSHG,4.5417,4.4843,3.7393,13.2089,39.8873,82.7382,17.8375,13.2089,15.4873,5.7132,-0.075,98.7907,3.2949,98.7363,113.1642,28.7988,166.8351,26.4857,72.8888,26.4857,72.8888,82.9663,263.9984,78.8697,262.5616,78.8697,262.5616,-1
0,603818.XSHG,2016-10-26,64.93,84.0811,7.74,7.06,109.05,603818.XSHG,4.6629,4.433,3.7811,13.5969,39.8815,82.6973,18.3485,13.5969,14.9929,6.9297,-0.081,95.0954,5.7473,95.0694,120.1816,14.8695,85.9375,29.4883,3.4727,29.4883,3.4727,48.4155,6.4364,33.7262,6.5124,33.7262,6.5124,-1
0,603818.XSHG,2017-03-28,50.67,72.2411,6.35,5.66,85.16,603818.XSHG,3.8162,3.377,3.0243,9.6261,42.4834,91.1284,9.3361,9.6261,19.7044,12.422,-0.0608,88.4137,4.6295,88.4907,120.0878,19.972,225.1231,46.3982,20.6133,46.3982,20.6133,11.1916,-38.6291,54.6238,-14.6105,54.6238,-14.6105,-1
0,603818.XSHG,2017-04-26,43.67,43.6741,5.84,4.86,24.32,603818.XSHG,1.7863,1.6503,1.3915,7.2545,37.6824,91.606,9.1402,7.2545,19.731,8.4512,-0.0484,92.8286,8.252,92.3842,119.133,-0.0888,-1.0575,37.6078,-36.2243,37.6078,-36.2243,48.4553,-37.5628,58.4884,-51.937,58.7124,-51.8691,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603819.XSHG,2017-04-10,101.05,104.2824,9.64,8.74,215.2,603819.XSHG,1.8029,1.418,1.6423,7.4259,16.2619,93.6032,6.3968,7.4259,2.4858,6.7569,-0.3634,78.825,,78.6502,63.625,-6.7432,-105.415,12.1752,11.0209,12.1752,11.0209,-28.5773,-9.3131,-8.165,12.8683,-8.165,12.8683,-1
0,603819.XSHG,2017-04-25,92.82,94.483,8.86,8.03,197.66,603819.XSHG,1.4872,1.4749,1.3991,7.4908,16.8311,91.0435,8.9565,7.4908,2.4041,4.516,-0.0606,99.2266,,99.1795,59.3808,-24.3131,-271.4575,10.5179,-1.4406,10.5179,-1.4406,-13.3741,37.9985,-11.6983,-0.5802,-11.6983,-0.5802,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603822.XSHG,2016-08-25,116.12,121.8183,11.46,9.33,304.89,603822.XSHG,2.328,2.2872,1.3715,10.6052,21.8522,88.2263,11.7737,10.6052,1.5926,6.3367,2.6309,98.4598,,98.2452,171.9741,51.0307,433.4294,-28.3503,18.0926,-28.3503,18.0926,-28.405,292.3085,-23.5362,142.2412,-23.5362,142.2412,1
0,603822.XSHG,2016-10-28,120.65,115.211,7.37,9.67,24.4,603822.XSHG,1.7571,1.5063,1.1246,9.3034,20.5193,90.7859,9.2141,9.3034,2.6526,6.7558,2.2574,83.694,,85.7217,105.6968,5.8413,63.3953,-14.0532,4.7211,-14.0532,4.7211,-7.0153,-18.045,9.0958,-8.1334,7.6557,-9.346,-1
0,603822.XSHG,2017-02-23,117.96,115.0411,7.22,10.06,19.28,603822.XSHG,2.448,2.429,1.5846,8.6522,23.8651,89.0399,10.9601,8.6522,2.3638,7.145,1.337,101.0154,,99.2263,29.6414,14.8126,135.15,51.9977,55.0438,51.9977,55.0438,84.5199,84.4232,52.6938,44.1917,48.6803,42.2798,1
0,603822.XSHG,2017-04-26,120.9,120.8991,8.18,10.24,235.75,603822.XSHG,0.6993,0.6853,0.3891,2.2547,14.0776,100.6746,-0.6746,2.2547,2.5566,7.3148,1.7187,-28.1779,,97.9888,91.6965,-5.6898,843.4845,93.041,0.6788,93.041,0.6788,-136.7421,-106.1965,-15.8122,-73.7637,-10.4229,-71.3306,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603823.XSHG,2017-04-29,48.21,53.3623,10.34,5.3,-605.33,603823.XSHG,2.2699,1.8989,1.6562,9.0526,17.9121,90.7638,9.2362,9.0526,1.4124,6.3473,0.2515,87.2622,,83.6571,57.147,-4.4664,-48.3582,11.7076,,11.7076,,-10.4726,,-11.1201,,-12.7682,,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603826.XSHG,2017-07-31,55.4878,59.7858,6.0624,15.1028,-709.5247,603826.XSHG,4.393,3.9455,3.4233,29.4234,47.4014,73.5842,30.182,29.4234,7.3209,11.1644,1.2697,78.2268,,89.813,93.3052,2.3635,8.9471,11.9177,14.7999,11.9177,14.7999,-4.0325,33.0366,8.7199,35.6993,9.4112,36.4327,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603828.XSHG,2015-04-30,39.99,39.9878,3.9,2.06,-550.77,603828.XSHG,3.4,3.35,1.26,7.97,16.56,90.56,9.44,7.97,1.14,4.47,0.56,98.81,0.0,98.79,117.74,-68.87,-729.81,15.21,-39.8,15.21,-39.8,18.2,-35.5,31.29,-35.21,31.29,-35.21,-1
0,603828.XSHG,2015-07-31,51.15,54.3169,4.91,2.74,20.04,603828.XSHG,1.19,1.07,0.45,2.08,15.17,98.12,2.31,2.08,1.04,3.26,0.03,73.71,16.91,90.16,39.42,-4.01,-212.86,-23.51,41.45,-23.51,41.45,-59.31,-65.32,-49.55,-63.15,-49.55,-63.15,-1
0,603828.XSHG,2015-10-28,34.53,33.4231,3.02,1.82,14.96,603828.XSHG,1.15,1.21,0.43,2.06,15.67,97.97,2.54,2.06,1.2,4.76,-0.07,84.09,21.1,105.18,63.83,-7.3,-359.28,-11.55,-1.94,-11.55,-1.94,-60.15,7.71,-56.24,-2.88,-56.24,-2.88,1
0,603828.XSHG,2016-04-09,53.32,45.2401,4.04,2.54,50.56,603828.XSHG,1.7,1.49,0.6,2.78,17.62,96.09,4.16,2.78,2.05,4.72,-0.07,111.17,7.21,87.57,71.28,11.75,300.86,-12.91,4.3,-12.91,4.3,-58.88,70.69,-67.25,41.21,-67.25,41.21,-1
0,603828.XSHG,2016-04-28,48.12,70.5031,3.65,2.29,45.63,603828.XSHG,1.86,1.69,0.86,6.47,15.65,92.88,7.79,6.47,1.47,6.02,-0.03,91.3,8.63,90.96,147.86,-35.09,-492.92,-7.22,-35.87,-7.22,-35.87,-23.4,20.15,-24.65,49.07,-24.65,49.07,1
0,603828.XSHG,2016-08-18,82.71,73.5783,4.01,2.53,-44.02,603828.XSHG,0.6718,0.7015,0.3384,2.053,17.738,97.6095,2.4237,2.053,1.1953,5.6615,0.1218,102.5037,1.4207,104.4126,59.1472,-6.4284,-268.9111,-17.2581,26.1474,-17.2581,26.1474,-13.3188,-60.76,-18.1618,-59.9708,-25.6613,-63.639,-1
0,603828.XSHG,2016-10-28,95.73,81.1017,4.46,2.92,-24.39,603828.XSHG,0.6198,0.4979,0.2696,1.7869,14.0726,98.3598,1.9958,1.7869,1.1105,5.9682,0.3667,78.7134,17.0663,80.3275,85.3246,-7.8756,-480.1582,-12.6539,3.5126,-12.6539,3.5126,-31.4043,-14.7597,-24.0823,-9.9083,-29.3843,-7.7463,-1
0,603828.XSHG,2017-04-26,99.66,80.0979,4.35,2.98,-243.35,603828.XSHG,1.6479,1.5369,0.7049,3.1948,17.9885,96.5152,3.7128,3.1948,1.5341,4.4791,0.5013,92.6797,6.0651,93.2674,66.3493,33.0125,947.3306,36.0639,62.4739,36.0639,62.4739,21.4631,202.2477,56.1718,190.495,34.345,168.6579,-1
0,603828.XSHG,2017-04-28,107.64,86.1203,4.7,3.22,-262.86,603828.XSHG,2.5041,2.4849,0.9293,9.5468,15.2404,88.9969,11.7527,9.5468,1.3297,7.4906,1.2581,96.949,6.6047,99.2362,194.9542,-31.1373,-282.987,-3.7075,-54.6124,-3.7075,-54.6124,45.2463,43.6708,42.0852,35.628,39.6324,54.9414,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603833.XSHG,2017-04-29,41.96,41.961,13.83,5.59,141.08,603833.XSHG,1.4188,1.3842,0.8544,3.8005,31.0023,95.2072,4.7928,3.8005,13.4937,11.7985,0.0352,97.6214,,97.5561,103.8291,-12.8909,-268.9672,20.4887,,20.4887,,34.835,,32.8921,,33.311,,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603838.XSHG,2015-10-28,80.62,78.3845,6.59,8.26,24.53,603838.XSHG,4.15,3.65,3.57,15.96,28.06,82.76,17.52,15.96,2.82,11.19,-4.05,87.77,1.42,88.01,84.07,5.86,34.01,-9.51,23.76,-9.51,23.76,3.06,228.88,20.17,149.7,20.78,149.7,1
0,603838.XSHG,2016-04-28,99.62,103.8166,8.43,11.26,30.51,603838.XSHG,2.14,1.71,1.79,8.55,27.48,91.9,8.03,8.55,6.8,10.55,-2.55,89.04,-0.74,79.57,67.14,27.69,341.96,4.9,-2.4,4.9,-2.4,82.75,-55.26,34.85,-47.7,35.84,-47.7,-1
0,603838.XSHG,2016-04-28,83.54,79.2846,7.07,9.44,25.58,603838.XSHG,2.38,2.3,2.06,14.07,31.74,84.1,15.9,14.07,3.84,8.95,0.38,96.09,0.0,96.3,87.82,-12.81,-80.58,-5.13,-13.4,-5.13,-13.4,13.0,71.42,-4.99,42.49,-4.99,42.49,-1
0,603838.XSHG,2016-08-23,80.15,78.992,6.76,9.41,23.8,603838.XSHG,2.3414,2.1878,2.0284,13.4282,28.3249,85.0986,14.9396,13.4282,4.7429,12.8653,-5.7937,93.0822,,93.4396,111.5976,16.5861,111.3056,8.7251,3.9294,8.7251,3.9294,146.3785,-2.3238,84.5321,-0.8359,84.5321,-0.8359,-1
0,603838.XSHG,2016-10-27,71.13,78.992,6.79,9.23,-1112.98,603838.XSHG,2.7732,2.5037,2.3865,15.0063,31.1565,83.9114,16.1171,15.0063,5.2824,11.474,-2.2997,90.0649,0.1593,90.2833,90.3867,30.7032,190.8381,-5.76,7.2728,-5.76,7.2728,-13.3037,15.7274,-11.4059,19.8796,-11.4059,19.8796,-1
0,603838.XSHG,2017-03-30,73.93,78.992,6.6,9.37,189.13,603838.XSHG,1.81,1.1315,1.5491,14.3764,29.7208,90.8321,9.2723,14.3764,7.376,19.1962,-8.7082,61.5533,0.7006,62.5132,150.8972,54.2985,592.2669,-32.6973,-30.295,-32.6973,-30.295,-22.2946,-59.8983,13.1191,-33.2211,13.1191,-33.2211,-1
0,603838.XSHG,2017-04-28,90.05,90.0499,8.09,12.81,-179.34,603838.XSHG,2.062,2.0067,1.7334,14.5248,33.785,82.8078,17.2523,14.5248,4.3585,10.2449,0.3524,97.2498,0.3401,97.3177,101.9144,10.0433,58.4182,-10.6566,14.9664,-10.6566,14.9664,-3.0339,113.9104,-7.7914,16.1536,-7.7914,16.1536,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603839.XSHG,2017-04-29,46.11,46.1051,8.48,9.02,166.22,603839.XSHG,3.7632,3.7134,3.0511,22.9125,70.4281,73.6551,26.4378,22.9125,31.0826,13.8815,-0.2522,98.6877,0.3481,98.6755,121.9143,18.5158,70.2825,18.8878,-18.3064,18.8878,-18.3064,16.2598,18.3571,16.4998,10.9332,16.4998,10.9332,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603843.XSHG,2016-10-31,78.47,77.9713,9.56,2.85,96.41,603843.XSHG,2.7263,,0.7947,3.2348,9.135,96.3929,3.9611,3.2348,0.1985,1.311,2.1649,90.9587,8.9263,,74.9804,-17.9223,-496.86,-8.5933,,-8.5933,,-16.1121,,-14.7606,,-14.7606,,-1
0,603843.XSHG,2017-04-21,106.5,95.2581,7.41,3.79,25.22,603843.XSHG,3.4038,2.4494,1.1372,9.4578,13.6898,90.8984,9.0262,9.4578,1.0538,3.66,3.3012,85.2464,-0.7059,71.9624,176.0569,155.3432,1706.7739,-34.3679,-46.1804,-34.3679,-46.1804,-5.2831,22.6393,22.0626,57.3573,22.0626,57.3573,-1
0,603843.XSHG,2017-04-28,86.29,81.3201,6.0,3.07,20.44,603843.XSHG,-1.1503,-1.1503,-0.4085,-8.1108,8.6081,108.1208,-8.1564,-8.1108,0.3592,7.7835,7.9206,99.5636,0.4364,100.0,121.841,-386.9336,4764.7417,-7.8114,-60.4204,-7.8114,-60.4204,9.5347,-135.7653,7.1018,-133.9422,7.1018,-133.9422,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603858.XSHG,2017-03-28,34.24,18.3715,7.75,5.06,-219.74,603858.XSHG,4.8615,3.8099,2.9284,15.4267,82.1574,85.8777,17.5096,15.4267,53.8562,10.6406,-1.4434,81.0997,19.4521,78.3688,111.3712,5.2111,36.8998,-14.4825,-13.8356,-14.4825,-13.8356,-9.6585,-20.3951,-20.3896,-21.6329,-20.7346,-21.7986,-1
0,603858.XSHG,2017-04-26,34.07,34.0714,4.78,4.89,29.33,603858.XSHG,1.7487,1.5689,1.2323,9.0828,81.4194,89.0273,10.8275,9.0828,58.4057,9.3724,0.6911,92.6879,-1.2269,89.722,143.0199,18.9633,172.8225,21.3297,-26.8197,21.3297,-26.8197,43.1392,-54.7474,14.6242,-56.9138,15.3034,-56.4696,-1
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603859.XSHG,2017-03-24,115.73,156.7719,14.0,25.09,-529.18,603859.XSHG,6.2029,6.1786,5.0691,27.2842,47.583,70.2748,29.7266,27.2842,7.8131,7.777,-1.3056,92.8456,0.0045,99.6088,45.2458,1.5077,5.0721,-9.5261,433.4141,-9.5261,433.4141,-18.4966,1003.8044,-22.755,1571.249,-22.9186,1180.5319,-1
0,603859.XSHG,2017-04-22,221.84,221.8433,14.52,41.15,74.68,603859.XSHG,-1.4161,-1.4322,-1.227,-110.3728,27.9102,248.3776,-148.0491,-110.3728,63.5483,101.9069,-4.3173,130.7756,-0.2895,101.1382,210.9628,-568.4221,383.0916,38.4669,-92.8919,38.4669,-92.8919,11.3233,-135.4009,29.8187,-128.7545,32.1414,-127.1732,-1
""
,code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,code.1,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label
0,603861.XSHG,2016-04-30,56.67,56.6735,7.17,7.72,8040.5298,603861.XSHG,1.64,1.5,1.04,9.39,29.69,89.58,10.12,9.39,7.13,9.83,0.72,94.38,-2.75,91.63,94.31,-56.37,-540.83,2.77,,2.77,,1.25,,-11.44,,-11.44,,1
0,603861.XSHG,2016-08-19,80.34,78.7964,7.69,10.67,32.67,603861.XSHG,1.2848,1.1218,0.8801,7.9347,26.0799,92.0059,8.4799,7.9347,8.0137,8.4338,0.4889,84.857,5.1564,87.3112,139.8048,47.1776,590.1528,2.307,5.4904,2.307,5.4904,33.2283,-11.5955,27.864,-10.824,27.864,-10.824,-1
0,603861.XSHG,2016-10-29,86.04,86.8756,8.37,11.71,440.51,603861.XSHG,1.1142,0.9461,0.7822,8.3053,29.3436,91.6129,8.8115,8.3053,9.7745,9.6573,0.4411,83.9201,4.2464,84.9068,172.2664,30.8977,368.3944,-4.066,-16.1482,-4.066,-16.1482,-6.9518,-12.8691,-33.2042,-12.2322,-33.2042,-12.2322,-1
0,603861.XSHG,2017-04-22,78.86,75.0419,7.15,10.2,-127.14,603861.XSHG,5.0221,4.7608,3.4681,16.5375,30.5226,82.7914,18.3081,16.5375,5.5606,3.5067,-0.0315,91.8352,5.8678,94.7961,93.0186,19.9675,116.0322,20.7092,133.4837,20.7092,133.4837,-3.663,385.1198,-2.4791,364.9125,-2.4791,364.9125,-1
0,603861.XSHG,2017-04-29,64.86,61.7349,5.88,8.39,-104.57,603861.XSHG,1.2985,1.1156,0.9099,9.9333,29.0333,89.4493,11.0213,9.9333,8.9513,8.0622,0.066,87.6281,3.9091,85.9109,114.0808,-12.8969,-122.2382,-8.2693,-55.5847,-8.2693,-55.5847,-0.0877,-73.2623,-2.9239,-73.3217,-2.9239,-73.3217,-1
